iter	Passed	Remaining
286	8144	20232
287	8178	20220
288	8213	20207
289	8248	20194
290	8283	20182
291	8320	20174
292	8356	20164
293	8392	20153
294	8427	20140
295	8462	20126
296	8497	20113
297	8532	20098
298	8568	20089
299	8604	20076
300	8638	20060
301	8675	20050
302	8720	20060
303	8760	20056
304	8797	20045
305	8833	20035
306	8873	20029
307	8908	20015
308	8945	20004
309	8984	19996
310	9021	19987
311	9058	19975
312	9094	19960
313	9131	19950
314	9167	19935
315	9203	19921
316	9240	19908
317	9276	19895
318	9313	19881
319	9350	19869
320	9386	19854
321	9431	19858
322	9474	19859
323	9515	19852
324	9555	19845
325	9599	19847
326	9649	19859
327	9707	19889
328	9756	19897
329	9798	19892
330	9839	19886
331	9879	19877
332	9917	19864
333	9958	19856
334	9997	19845
335	10036	19834
336	10075	19821
337	10113	19807
338	10154	19799
339	10194	19789
340	10239	19787
341	10278	19775
342	10318	19764
343	10358	19753
344	10398	19742
345	10439	19732
346	10482	19725
347	10522	19715
348	10563	19703
349	10604	19694
350	10644	19681
351	10683	19667
352	10725	19658
353	10768	19651
354	10815	19650
355	10873	19670
356	10926	19679
357	10973	19679
358	11031	19697
359	11079	19696
360	11120	19684
361	11163	19674
362	11204	19662
363	11243	19646
364	11285	19633
365	11325	19617
366	11364	19600
367	11404	19586
368	11443	19568
369	11488	19561
370	11538	19562
371	11580	19549
372	11617	19529
373	11654	19507
374	11694	19490
375	11732	19470
376	11768	19448
377	11806	19428
378	11847	19412
379	11887	19395
380	11931	19385
381	11985	19390
382	12035	19388
383	12077	19375
384	12119	19359
385	12161	19345
386	12202	19328
387	12244	19313
388	12284	19295
389	12325	19277
390	12365	19259
391	12406	19242
392	12446	19224
393	12492	19213
394	12548	19219
395	12597	19214
396	12637	19195
397	12677	19175
398	12717	19156
399	12759	19138
400	12798	19117
401	12838	19097
402	12878	19078
403	12918	19058
404	12974	19062
405	13021	19051
406	13063	19033
407	13102	19011
408	13143	18992
409	13183	18970
410	13225	18952
411	13267	18934
412	13324	18937
413	13373	18929
414	13415	18911
415	13457	18891
416	13518	18899
417	13564	18886
418	13606	18866
419	13645	18843
420	13685	18821
421	13725	18799
422	13766	18778
423	13807	18757
424	13846	18733
425	13886	18711
426	13925	18686
427	13964	18662
428	14004	18639
429	14044	18617
430	14087	18597
431	14127	18575
432	14168	18553
433	14206	18527
434	14246	18504
435	14285	18479
436	14326	18456
437	14365	18432
438	14405	18408
439	14445	18384
440	14486	18362
441	14525	18338
442	14565	18313
443	14603	18286
444	14642	18262
445	14683	18239
446	14726	18218
447	14766	18194
448	14806	18169
449	14846	18146
450	14886	18121
451	14926	18096
452	14966	18071
453	15006	18047
454	15049	18026
455	15089	18001
456	15128	17975
457	15170	17952
458	15211	17928
459	15255	17908
460	15298	17886
461	15342	17865
462	15383	17842
463	15427	17821
464	15467	17795
465	15506	17769
466	15546	17743
467	15587	17719
468	15628	17694
469	15670	17671
470	15710	17645
471	15750	17619
472	15790	17593
473	15830	17566
474	15872	17543
475	15916	17521
476	15957	17496
477	15994	17466
478	16032	17438
479	16068	17408
480	16109	17381
481	16146	17351
482	16183	17322
483	16220	17292
484	16262	17268
485	16303	17242
486	16342	17215
487	16379	17185
488	16415	17154
489	16454	17125
490	16493	17097
491	16531	17068
492	16568	17039
493	16604	17007
494	16640	16977
495	16679	16948
496	16716	16918
497	16754	16889
498	16793	16861
499	16831	16831
500	16869	16802
501	16907	16772
502	16945	16743
503	16981	16711
504	17017	16680
505	17052	16648
506	17089	16617
507	17128	16589
508	17169	16562
509	17206	16531
510	17244	16502
511	17280	16470
512	17317	16439
513	17352	16407
514	17388	16375
515	17425	16344
516	17463	16315
517	17501	16285
518	17540	16256
519	17577	16225
520	17617	16197
521	17655	16166
522	17691	16135
523	17728	16104
524	17765	16073
525	17802	16042
526	17839	16011
527	17878	15982
528	17917	15953
529	17955	15922
530	17999	15897
531	18042	15871
532	18082	15843
533	18124	15816
534	18163	15787
535	18202	15757
536	18242	15728
537	18289	15705
538	18337	15683
539	18379	15656
540	18419	15627
541	18459	15598
542	18501	15571
543	18540	15540
544	18580	15512
545	18624	15486
546	18665	15457
547	18706	15429
548	18745	15399
549	18784	15369
550	18824	15339
551	18864	15310
552	18906	15282
553	18947	15253
554	18988	15225
555	19029	15196
556	19070	15167
557	19109	15137
558	19148	15106
559	19185	15074
560	19223	15042
561	19260	15010
562	19298	14979
563	19337	14948
564	19375	14917
565	19411	14884
566	19449	14853
567	19486	14820
568	19528	14792
569	19564	14759
570	19609	14732
571	19651	14704
572	19689	14672
573	19725	14639
574	19761	14606
575	19797	14572
576	19834	14540
577	19871	14508
578	19911	14477
579	19949	14446
580	19987	14414
581	20025	14382
582	20062	14350
583	20100	14318
584	20138	14286
585	20174	14253
586	20211	14220
587	20254	14191
588	20292	14160
589	20330	14127
590	20366	14094
591	20405	14063
592	20442	14030
593	20484	14001
594	20523	13969
595	20561	13937
596	20599	13905
597	20637	13873
598	20679	13843
599	20721	13814
600	20767	13787
601	20808	13756
602	20847	13725
603	20883	13691
604	20921	13659
605	20966	13631
606	21005	13599
607	21042	13566
608	21081	13535
609	21117	13501
610	21155	13468
611	21192	13435
612	21229	13402
613	21266	13369
614	21304	13337
615	21342	13304
616	21381	13272
617	21420	13240
618	21458	13208
619	21496	13175
620	21533	13142
621	21569	13108
622	21607	13075
623	21645	13042
624	21683	13009
625	21729	12981
626	21767	12949
627	21810	12919
628	21847	12886
629	21885	12853
630	21925	12821
631	21964	12789
632	22009	12760
633	22047	12727
634	22085	12694
635	22123	12661
636	22166	12631
637	22205	12599
638	22244	12566
639	22282	12533
640	22319	12500
641	22361	12469
642	22399	12436
643	22437	12403
644	22475	12370
645	22514	12337
646	22551	12303
647	22588	12270
648	22625	12236
649	22663	12203
650	22699	12169
651	22737	12136
652	22775	12102
653	22812	12069
654	22848	12034
655	22885	12001
656	22921	11966
657	22958	11932
658	22996	11899
659	23033	11865
660	23070	11831
661	23107	11798
662	23144	11764
663	23184	11731
664	23228	11701
665	23268	11669
666	23304	11634
667	23342	11601
668	23378	11567
669	23415	11533
670	23450	11498
671	23487	11464
672	23523	11429
673	23561	11396
674	23599	11362
675	23635	11328
676	23673	11294
677	23712	11261
678	23749	11227
679	23786	11193
680	23823	11159
681	23859	11125
682	23897	11091
683	23934	11057
684	23970	11022
685	24006	10988
686	24043	10954
687	24080	10920
688	24119	10886
689	24155	10852
690	24193	10818
691	24232	10785
692	24269	10751
693	24305	10716
694	24339	10681
695	24376	10647
696	24414	10613
697	24453	10580
698	24490	10546
699	24527	10511
700	24564	10477
701	24603	10444
702	24640	10409
703	24676	10375
704	24713	10341
705	24749	10306
706	24785	10271
707	24821	10237
708	24856	10202
709	24891	10167
710	24930	10133
711	24967	10099
712	25004	10064
713	25041	10030
714	25078	9996
715	25115	9961
716	25150	9926
717	25189	9893
718	25224	9858
719	25261	9824
720	25299	9789
721	25335	9755
722	25371	9720
723	25408	9686
724	25444	9651
725	25480	9616
726	25517	9582
727	25552	9547
728	25588	9512
729	25639	9482
730	25680	9450
731	25716	9415
732	25754	9381
733	25791	9346
734	25830	9312
735	25865	9277
736	25901	9242
737	25937	9208
738	25976	9174
739	26013	9139
740	26049	9105
741	26086	9070
742	26124	9036
743	26160	9001
744	26196	8966
745	26233	8931
746	26269	8897
747	26306	8862
748	26343	8828
749	26380	8793
750	26416	8758
751	26452	8723
752	26489	8688
753	26523	8653
754	26561	8619
755	26598	8584
756	26635	8549
757	26672	8515
758	26708	8480
759	26746	8446
760	26782	8411
761	26820	8376
762	26857	8342
763	26894	8307
764	26932	8273
765	26967	8238
766	27003	8203
767	27038	8167
768	27074	8133
769	27110	8098
770	27148	8063
771	27186	8029
772	27221	7994
773	27259	7959
774	27295	7924
775	27332	7889
776	27368	7854
777	27404	7819
778	27442	7785
779	27479	7750
780	27516	7715
781	27554	7681
782	27591	7646
783	27627	7611
784	27663	7576
785	27697	7541
786	27734	7506
787	27769	7471
788	27806	7436
789	27842	7401
790	27879	7366
791	27915	7331
792	27952	7296
793	27988	7261
794	28028	7227
795	28075	7195
796	28115	7161
797	28152	7126
798	28187	7090
799	28224	7056
800	28259	7020
801	28295	6985
802	28332	6950
803	28369	6916
804	28405	6880
805	28441	6845
806	28477	6810
807	28514	6775
808	28549	6740
809	28585	6705
810	28622	6670
811	28660	6635
812	28697	6600
813	28734	6565
814	28770	6530
815	28806	6495
816	28842	6460
817	28877	6425
818	28914	6390
819	28952	6355
820	28988	6320
821	29027	6285
822	29064	6250
823	29102	6216
824	29139	6181
825	29177	6146
826	29214	6111
827	29250	6076
828	29287	6041
829	29325	6006
830	29361	5971
831	29399	5936
832	29435	5901
833	29472	5866
834	29508	5830
835	29543	5795
836	29580	5760
837	29615	5725
838	29651	5689
839	29688	5654
840	29725	5619
841	29761	5584
842	29796	5549
843	29833	5514
844	29868	5478
845	29904	5443
846	29941	5408
847	29978	5373
848	30022	5339
849	30058	5304
850	30096	5269
851	30131	5234
852	30168	5199
853	30205	5163
854	30244	5129
855	30281	5094
856	30317	5058
857	30356	5024
858	30392	4988
859	30430	4953
860	30465	4918
861	30506	4883
862	30548	4849
863	30586	4814
864	30622	4779
865	30660	4744
866	30695	4708
867	30730	4673
868	30766	4637
869	30802	4602
870	30839	4567
871	30876	4532
872	30911	4496
873	30948	4461
874	30983	4426
875	31019	4390
876	31056	4355
877	31092	4320
878	31128	4285
879	31165	4249
880	31201	4214
881	31239	4179
882	31275	4144
883	31312	4108
884	31348	4073
885	31385	4038
886	31423	4003
887	31459	3967
888	31497	3932
889	31533	3897
890	31571	3862
891	31607	3826
892	31642	3791
893	31678	3756
894	31714	3720
895	31750	3685
896	31787	3650
897	31823	3614
898	31858	3579
899	31892	3543
900	31928	3508
901	31965	3473
902	32005	3437
903	32041	3402
904	32080	3367
905	32118	3332
906	32160	3297
907	32199	3262
908	32236	3227
909	32272	3191
910	32309	3156
911	32346	3121
912	32383	3085
913	32425	3050
914	32460	3015
915	32497	2980
916	32532	2944
917	32568	2909
918	32604	2873
919	32640	2838
920	32676	2802
921	32712	2767
922	32747	2731
923	32784	2696
924	32821	2661
925	32856	2625
926	32891	2590
927	32938	2555
928	32977	2520
929	33013	2484
930	33049	2449
931	33084	2413
932	33119	2378
933	33155	2342
934	33192	2307
935	33227	2271
936	33263	2236
937	33302	2201
938	33340	2165
939	33375	2130
940	33411	2094
941	33448	2059
942	33483	2023
943	33518	1988
944	33553	1952
945	33589	1917
946	33625	1881
947	33661	1846
948	33697	1810
949	33733	1775
950	33770	1740
951	33804	1704
952	33840	1668
953	33877	1633
954	33914	1598
955	33949	1562
956	33991	1527
957	34028	1491
958	34063	1456
959	34100	1420
960	34138	1385
961	34174	1349
962	34209	1314
963	34246	1278
964	34282	1243
965	34317	1207
966	34352	1172
967	34388	1136
968	34424	1101
969	34460	1065
970	34497	1030
971	34534	994
972	34569	959
973	34605	923
974	34644	888
975	34681	852
976	34717	817
977	34755	781
978	34790	746
979	34827	710
980	34864	675
981	34901	639
982	34936	604
983	34974	568
984	35009	533
985	35046	497
986	35083	462
987	35120	426
988	35157	391
989	35192	355
990	35229	319
991	35266	284
992	35302	248
993	35341	213
994	35383	177
995	35421	142
996	35457	106
997	35494	71
998	35531	35
999	35567	0
