iter	MultiClass
220	1.637217091
221	1.633325736
222	1.627872753
223	1.62365524
224	1.618858879
225	1.614266979
226	1.610481774
227	1.605323377
228	1.602410367
229	1.598539984
230	1.593425523
231	1.589706995
232	1.586639415
233	1.581403801
234	1.576326593
235	1.570637184
236	1.565559088
237	1.561800329
238	1.557867502
239	1.55284317
240	1.549345531
241	1.543813699
242	1.54109299
243	1.538707574
244	1.53319267
245	1.528746123
246	1.525730566
247	1.521538582
248	1.517497638
249	1.513990631
250	1.510933119
251	1.506211145
252	1.501291077
253	1.495962312
254	1.492129521
255	1.490101316
256	1.486176934
257	1.484363988
258	1.479832843
259	1.476756036
260	1.47173819
261	1.467338012
262	1.463891776
263	1.461531806
264	1.458314705
265	1.455815917
266	1.451634791
267	1.45008014
268	1.446906226
269	1.443869461
270	1.440945661
271	1.439706029
272	1.436750293
273	1.433425763
274	1.42907516
275	1.425479052
276	1.421201415
277	1.418223908
278	1.415061814
279	1.412460692
280	1.407846425
281	1.404700161
282	1.402076239
283	1.397812044
284	1.393375943
285	1.3887162
286	1.384576662
287	1.382929616
288	1.379457052
289	1.377978787
290	1.372945066
291	1.36848274
292	1.364161893
293	1.359377223
294	1.355543283
295	1.353141967
296	1.349794749
297	1.347365585
298	1.34283981
299	1.338605944
300	1.336686166
301	1.333534606
302	1.329231696
303	1.32530392
304	1.323618036
305	1.320217125
306	1.315910377
307	1.313531218
308	1.311517639
309	1.309019837
310	1.306764711
311	1.30434372
312	1.302192747
313	1.298659997
314	1.296852373
315	1.293881339
316	1.289597906
317	1.285512487
318	1.283873838
319	1.279454388
320	1.276147481
321	1.273217608
322	1.269226047
323	1.265590032
324	1.264543181
325	1.261279956
326	1.258009561
327	1.255295497
328	1.253057446
329	1.249983725
330	1.246262577
331	1.243967686
332	1.241215357
333	1.237743416
334	1.234204265
335	1.231770035
336	1.230431299
337	1.228025011
338	1.224114925
339	1.220342304
340	1.216663007
341	1.2135497
342	1.209639116
343	1.207249176
344	1.203983899
345	1.200349539
346	1.197098605
347	1.19387638
348	1.190156715
349	1.186689205
350	1.184065018
351	1.18132597
352	1.178053364
353	1.176767376
354	1.174153935
355	1.170411408
356	1.167240939
357	1.163844779
358	1.16063055
359	1.158417599
360	1.155861471
361	1.152970805
362	1.150141365
363	1.146920745
364	1.14509681
365	1.142037899
366	1.139457385
367	1.136476398
368	1.134547243
369	1.131684031
370	1.128723369
371	1.126141359
372	1.123782213
373	1.120759267
374	1.117636772
375	1.115497325
376	1.113602418
377	1.111653674
378	1.110593345
379	1.108228197
380	1.105137686
381	1.101614069
382	1.098177742
383	1.095311939
384	1.092218528
385	1.089409631
386	1.086207345
387	1.083438752
388	1.080226252
389	1.077927852
390	1.074641734
391	1.071169275
392	1.068979649
393	1.066829797
394	1.063523633
395	1.061511491
396	1.05916978
397	1.056555912
398	1.054236564
399	1.052139505
400	1.049712156
401	1.047058426
402	1.043872626
403	1.042119745
404	1.040552138
405	1.037697155
406	1.034520281
407	1.031393184
408	1.028246086
409	1.025609205
410	1.023459543
411	1.021041769
412	1.019152277
413	1.01675327
414	1.013833116
415	1.011348606
416	1.008606996
417	1.006865948
418	1.004182747
419	1.002227719
420	1.000621261
421	0.9992953946
422	0.9965926367
423	0.9948292871
424	0.9926037081
425	0.9907176754
426	0.9883756833
427	0.9860079373
428	0.9832622844
429	0.9811969476
430	0.9789726368
431	0.9765077233
432	0.9737228692
433	0.9720199574
434	0.969294762
435	0.9669387949
436	0.9645958379
437	0.9630942186
438	0.9611854572
439	0.9593144992
440	0.9569629707
441	0.954344345
442	0.9526580273
443	0.9516983399
444	0.9495834548
445	0.9467201577
446	0.9439468014
447	0.9425349822
448	0.9406730096
449	0.9390198648
450	0.9381303834
451	0.9361884585
452	0.9346609601
453	0.9322701823
454	0.9295355259
455	0.9274893368
456	0.92623966
457	0.9239706134
458	0.9218570582
459	0.9195925472
460	0.917358389
461	0.9151574984
462	0.9140102498
463	0.9117191084
464	0.9102167415
465	0.9082683071
466	0.9055791512
467	0.90389911
468	0.9017911084
469	0.9001988769
470	0.8981738033
471	0.8963626136
472	0.8943459644
473	0.8921714761
474	0.8909713163
475	0.8898011646
476	0.8876325039
477	0.8853557195
478	0.8834419754
479	0.8820060745
480	0.8803312877
481	0.878932953
482	0.8770021518
483	0.874617482
484	0.8722064958
485	0.8705639021
486	0.8686632474
487	0.8669706207
488	0.865660183
489	0.8640250766
490	0.8619484993
491	0.8600437446
492	0.8584891475
493	0.8568670217
494	0.8556647148
495	0.8535635411
496	0.851592016
497	0.8502681754
498	0.848887932
499	0.8466948637
500	0.8451717391
501	0.8437947497
502	0.8418246702
503	0.8409837138
504	0.8407625949
505	0.8386786093
506	0.8369357988
507	0.8349798047
508	0.832921943
509	0.8314209022
510	0.8291298237
511	0.8277670534
512	0.8265911555
513	0.8254211078
514	0.8241477622
515	0.8227336184
516	0.8211114149
517	0.8194088162
518	0.8173566294
519	0.8162309074
520	0.813974529
521	0.812083959
522	0.8105810406
523	0.8085929527
524	0.8074595652
525	0.8062576476
526	0.8049012261
527	0.8026692585
528	0.8013818926
529	0.800326288
530	0.7987309987
531	0.7969613327
532	0.7949168033
533	0.7936156073
534	0.7927450274
535	0.7909130743
536	0.7896020577
537	0.7873847232
538	0.78591844
539	0.7844148535
540	0.7828379673
541	0.7813763371
542	0.7798587926
543	0.7784865635
544	0.7771456633
545	0.7756089459
546	0.7747587955
547	0.7735790903
548	0.7719852135
549	0.7703721669
550	0.7698538568
551	0.7684328855
552	0.7669074982
553	0.7651142182
554	0.7633808798
555	0.7615666119
556	0.7600927808
557	0.7588148769
558	0.7569377429
559	0.7553709119
560	0.753633911
561	0.7518221184
562	0.7506544897
563	0.7488817775
564	0.7478536657
565	0.7468418505
566	0.7457946124
567	0.7450560583
568	0.7434382061
569	0.7430083324
570	0.7414854563
571	0.7401149113
572	0.7385826815
573	0.7370897946
574	0.7362375951
575	0.7349822945
576	0.7339159614
577	0.7327715558
578	0.732313892
579	0.7303896502
580	0.7289430864
581	0.727916045
582	0.7270538405
583	0.7255496088
584	0.7246690527
585	0.7233629845
586	0.7225542138
587	0.7214546873
588	0.7207140312
589	0.7192811984
590	0.7180263625
591	0.7165766142
592	0.715600297
593	0.714222568
594	0.712461363
595	0.7111732401
596	0.7096179059
597	0.7085829667
598	0.7072615234
599	0.705843066
600	0.7051881176
601	0.7041869176
602	0.7024377929
603	0.7015874999
604	0.7008012261
605	0.6993479588
606	0.6978564707
607	0.6968512442
608	0.6959988263
609	0.6950777352
610	0.69366185
611	0.6930593056
612	0.6915340731
613	0.6906904138
614	0.6898098046
615	0.6883800911
616	0.6872089334
617	0.6859600956
618	0.6845611486
619	0.6835032036
620	0.682215104
621	0.6817322834
622	0.6800803125
623	0.6788600533
624	0.6773244032
625	0.6760734652
626	0.6748525092
627	0.6741263534
628	0.6727998181
629	0.6718671413
630	0.670372788
631	0.6696583075
632	0.6685046882
633	0.6674827511
634	0.6662607865
635	0.6653696449
636	0.6640502329
637	0.6626015903
638	0.6611777176
639	0.6599341356
640	0.6582862852
641	0.6569181758
642	0.655979246
643	0.6547891767
644	0.6537234841
645	0.6524023805
646	0.6514520849
647	0.6506128714
648	0.6492157445
649	0.6485367997
650	0.6477453053
651	0.64630558
652	0.6451119383
653	0.6441711272
654	0.6437166884
655	0.6426098499
656	0.6419597194
657	0.6405875145
658	0.6390256964
659	0.6384575213
660	0.6370039358
661	0.6363487569
662	0.6352475877
663	0.6343367894
664	0.6332045269
665	0.6321312121
666	0.6309520774
667	0.6299711537
668	0.6292201343
669	0.6281358625
670	0.6269887805
671	0.6260718092
672	0.6252607665
673	0.6242855149
674	0.6230494033
675	0.6226166262
676	0.6212438763
677	0.6203825292
678	0.6194668709
679	0.6181266828
680	0.6173400416
681	0.6162544239
682	0.6147621569
683	0.6133668845
684	0.6121624969
685	0.6113295401
686	0.6101009427
687	0.6092283606
688	0.608264198
689	0.6069526972
690	0.6061380176
691	0.604847199
692	0.6041659543
693	0.6030019435
694	0.6025441335
695	0.6019113411
696	0.6008713845
697	0.5996602927
698	0.5985775296
699	0.5974688236
700	0.5967719517
701	0.5956731073
702	0.5947581587
703	0.5939566672
704	0.5935199219
705	0.5930838909
706	0.5921513788
707	0.5918621437
708	0.591161305
709	0.5907293918
710	0.5900432545
711	0.5890114528
712	0.5879461482
713	0.5870144368
714	0.586300847
715	0.5854500715
716	0.584915152
717	0.583835966
718	0.583197197
719	0.5825817423
720	0.5816654483
721	0.5809093822
722	0.5798482424
723	0.5789824484
724	0.5782021313
725	0.577290587
726	0.5765615015
727	0.5756864901
728	0.5749677324
729	0.5736856531
730	0.5725922277
731	0.5718370426
732	0.5707979355
733	0.569811013
734	0.5689667943
735	0.5680714807
736	0.5676695218
737	0.5669643039
738	0.5661481528
739	0.5652555548
740	0.5647088507
741	0.5640161818
742	0.5629601906
743	0.5622608043
744	0.5616562091
745	0.5607712916
746	0.5599392405
747	0.5589778748
748	0.5583552022
749	0.5577250531
750	0.5569442715
751	0.5560985315
752	0.5556226018
753	0.5550041102
754	0.5541233585
755	0.5533312811
756	0.5522825266
757	0.5509810784
758	0.550214106
759	0.549168553
760	0.5484407985
761	0.5474748966
762	0.5464042158
763	0.5454190088
764	0.544753515
765	0.5444999462
766	0.5436264786
767	0.5433021071
768	0.5425331752
769	0.5416550286
770	0.5410345652
771	0.5401180612
772	0.5397644422
773	0.5386232803
774	0.5377454181
775	0.5373124738
776	0.5361973576
777	0.5357172688
778	0.5348578151
779	0.5338570584
780	0.5332789657
781	0.5322650759
782	0.5314966119
783	0.5312138404
784	0.5307040445
785	0.5304908123
786	0.5297312714
787	0.5289976318
788	0.5282386463
789	0.5275139892
790	0.5268945259
791	0.526084551
792	0.5257608677
793	0.5251730592
794	0.5243637271
795	0.5234331059
796	0.5224821655
797	0.5216868414
798	0.5211132479
799	0.5201556621
800	0.5199567656
801	0.5189767313
802	0.5179595507
803	0.5170950073
804	0.5166830673
805	0.515938772
806	0.5151709874
807	0.5144288329
808	0.5140404416
809	0.5135745453
810	0.5130777776
811	0.5121125363
812	0.5111878328
813	0.5104314894
814	0.5098592862
815	0.5093621007
816	0.5086701789
817	0.5085292424
818	0.5076119232
819	0.5066070889
820	0.5057875122
821	0.5050539519
822	0.5044360049
823	0.5039505459
824	0.5031357095
825	0.5021797473
826	0.5014188136
827	0.5007139182
828	0.5002212873
829	0.4993778938
830	0.498659108
831	0.4980963541
832	0.497566188
833	0.4966165286
834	0.4960687262
835	0.4956308316
836	0.4948178736
837	0.4944262952
838	0.4940883024
839	0.4933712103
840	0.4929039786
841	0.4922548498
842	0.4920761263
843	0.4915487905
844	0.4908213681
845	0.4898336453
846	0.4891974766
847	0.48843072
848	0.487743678
849	0.4869033971
850	0.4860657917
851	0.4854551692
852	0.484651864
853	0.4839538245
854	0.4830729889
855	0.4821067065
856	0.4813739889
857	0.4804415714
858	0.4801570754
859	0.479574119
860	0.4790617406
861	0.4789474172
862	0.4783401178
863	0.4775477488
864	0.4766132508
865	0.4757180937
866	0.4752236791
867	0.4744938597
868	0.4741731
869	0.4733046312
870	0.4725777142
871	0.4719404182
872	0.4712072443
873	0.4707540457
874	0.4701151536
875	0.4695373599
876	0.4686691391
877	0.4679875208
878	0.4671133398
879	0.4664003111
880	0.465707806
881	0.4651541087
882	0.4645010399
883	0.4641307441
884	0.4637659257
885	0.4632922526
886	0.4627390538
887	0.4623259749
888	0.4618566284
889	0.4612381009
890	0.4605867015
891	0.4600622148
892	0.4598570146
893	0.4591694243
894	0.4588470221
895	0.4585937709
896	0.4579827678
897	0.4572942493
898	0.4570171997
899	0.4568089772
900	0.4560149111
901	0.4557444466
902	0.4550954637
903	0.4548118289
904	0.4542626447
905	0.4537913311
906	0.4535184779
907	0.4526624937
908	0.4521795972
909	0.4518187728
910	0.4511638428
911	0.4505450973
912	0.4498732221
913	0.4492593997
914	0.4491782218
915	0.448446312
916	0.4478762788
917	0.4475169994
918	0.4468277922
919	0.4464170983
920	0.4457035061
921	0.4451336629
922	0.4444248
923	0.4438465142
924	0.4431846386
925	0.4430201421
926	0.4426369876
927	0.4420736516
928	0.4419177825
929	0.4413605603
930	0.4406152051
931	0.4403121275
932	0.4400853017
933	0.4396367491
934	0.4392388499
935	0.4390670746
936	0.4383008969
937	0.4379349775
938	0.4374326519
939	0.4370464776
940	0.4363967291
941	0.4358371133
942	0.4353434779
943	0.4350693716
944	0.4346814943
945	0.434123062
946	0.4336617575
947	0.433119677
948	0.4325657992
949	0.4320770695
950	0.4313843174
951	0.4311267624
952	0.4309264048
953	0.4303489051
954	0.429604438
955	0.4292640642
956	0.4286287272
957	0.4282086111
958	0.4276634711
959	0.4270462762
960	0.4263516107
961	0.4258248554
962	0.4256415349
963	0.4251462949
964	0.4245604717
965	0.4242068311
966	0.4240524569
967	0.4238095057
968	0.4233765278
969	0.4227973104
970	0.422141655
971	0.4217171759
972	0.4213000675
973	0.4210469128
974	0.420833742
975	0.420291894
976	0.4200952938
977	0.4199407462
978	0.4196639077
979	0.4193674148
980	0.4189415525
981	0.4186547056
982	0.4182228967
983	0.4175349616
984	0.4169823921
985	0.4164905201
986	0.4159850059
987	0.4156734147
988	0.4154291154
989	0.4149633678
990	0.4146881704
991	0.4141825613
992	0.4136168174
993	0.4132310504
994	0.4127330022
995	0.4123544668
996	0.4117577008
997	0.4113548762
998	0.4108296188
999	0.4102859123
